!
!Date: 12/21/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Allele	Assay	Annotation	Action	Phenotype	SGA score	P-value	Source	Reference	Note
BEM1	YBR200W	IST3	YIR005W	bem1-Δ, ist3-Δ	Negative Genetic	high-throughput	Bait		-0.1549	0.001851	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	IWR1	YDL115C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	IXR1	YKL032C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	IXR1	YKL032C	bem1-Δ, ixr1-Δ	Negative Genetic	high-throughput	Bait		-0.1682	0.0007697	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	JIP4	YDR475C		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	JJJ3	YJR097W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	JJJ3	YJR097W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	KES1	YPL145C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	KES1	YPL145C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	KES1	YPL145C		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	KES1	YPL145C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	KES1	YPL145C	bem1-Δ, kes1-Δ	Negative Genetic	high-throughput	Bait		-0.3981	2.755E-49	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	KIN4	YOR233W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	KRE1	YNL322C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	KSS1	YGR040W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	KTI12	YKL110C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	KTI12	YKL110C	bem1-Δ, kti12-Δ	Negative Genetic	high-throughput	Bait		-0.1375	0.01804	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	LAS21	YJL062W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	LAS21	YJL062W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	LAS21	YJL062W	bem1-Δ, las21-Δ	Negative Genetic	high-throughput	Bait		-0.4644	0.0	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	LAT1	YNL071W	bem1-Δ, lat1-Δ	Negative Genetic	high-throughput	Bait		-0.1637	0.00004234	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	LSM1	YJL124C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	LSM1	YJL124C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	LSM1	YJL124C	bem1-Δ, lsm1-Δ	Negative Genetic	high-throughput	Bait		-0.3275	1.189E-9	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	LSM3	YLR438C-A		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
